"","measure","location","age_group","year","mean"
"4409","Unmet need for any contraceptive method","Comoros","15-49 years",2018,0.199
"4410","Unmet need for any contraceptive method","Comoros","15-49 years",2019,0.1959
"4411","Unmet need for any contraceptive method","Djibouti","15-49 years",1990,0.1279
"4412","Unmet need for any contraceptive method","Djibouti","15-49 years",1991,0.1289
"4413","Unmet need for any contraceptive method","Djibouti","15-49 years",1992,0.1292
"4414","Unmet need for any contraceptive method","Djibouti","15-49 years",1993,0.129
"4415","Unmet need for any contraceptive method","Djibouti","15-49 years",1994,0.1289
"4416","Unmet need for any contraceptive method","Djibouti","15-49 years",1995,0.1283
"4417","Unmet need for any contraceptive method","Djibouti","15-49 years",1996,0.128
"4418","Unmet need for any contraceptive method","Djibouti","15-49 years",1997,0.1277
"4419","Unmet need for any contraceptive method","Djibouti","15-49 years",1998,0.1275
"4420","Unmet need for any contraceptive method","Djibouti","15-49 years",1999,0.1273
"4421","Unmet need for any contraceptive method","Djibouti","15-49 years",2000,0.127
"4422","Unmet need for any contraceptive method","Djibouti","15-49 years",2001,0.1267
"4423","Unmet need for any contraceptive method","Djibouti","15-49 years",2002,0.1265
"4424","Unmet need for any contraceptive method","Djibouti","15-49 years",2003,0.1283
"4425","Unmet need for any contraceptive method","Djibouti","15-49 years",2004,0.13
"4426","Unmet need for any contraceptive method","Djibouti","15-49 years",2005,0.1315
"4427","Unmet need for any contraceptive method","Djibouti","15-49 years",2006,0.1326
"4428","Unmet need for any contraceptive method","Djibouti","15-49 years",2007,0.1299
"4429","Unmet need for any contraceptive method","Djibouti","15-49 years",2008,0.1268
"4430","Unmet need for any contraceptive method","Djibouti","15-49 years",2009,0.1236
"4431","Unmet need for any contraceptive method","Djibouti","15-49 years",2010,0.1202
"4432","Unmet need for any contraceptive method","Djibouti","15-49 years",2011,0.1167
"4433","Unmet need for any contraceptive method","Djibouti","15-49 years",2012,0.1132
"4434","Unmet need for any contraceptive method","Djibouti","15-49 years",2013,0.1123
"4435","Unmet need for any contraceptive method","Djibouti","15-49 years",2014,0.1114
"4436","Unmet need for any contraceptive method","Djibouti","15-49 years",2015,0.1106
"4437","Unmet need for any contraceptive method","Djibouti","15-49 years",2016,0.1094
"4438","Unmet need for any contraceptive method","Djibouti","15-49 years",2017,0.1083
"4439","Unmet need for any contraceptive method","Djibouti","15-49 years",2018,0.107
"4440","Unmet need for any contraceptive method","Djibouti","15-49 years",2019,0.1057
"4441","Unmet need for any contraceptive method","Eritrea","15-49 years",1990,0.2255
"4442","Unmet need for any contraceptive method","Eritrea","15-49 years",1991,0.2234
"4443","Unmet need for any contraceptive method","Eritrea","15-49 years",1992,0.2209
"4444","Unmet need for any contraceptive method","Eritrea","15-49 years",1993,0.218
"4445","Unmet need for any contraceptive method","Eritrea","15-49 years",1994,0.2144
"4446","Unmet need for any contraceptive method","Eritrea","15-49 years",1995,0.2108
"4447","Unmet need for any contraceptive method","Eritrea","15-49 years",1996,0.2069
"4448","Unmet need for any contraceptive method","Eritrea","15-49 years",1997,0.203
"4449","Unmet need for any contraceptive method","Eritrea","15-49 years",1998,0.1992
"4450","Unmet need for any contraceptive method","Eritrea","15-49 years",1999,0.1957
"4451","Unmet need for any contraceptive method","Eritrea","15-49 years",2000,0.193
"4452","Unmet need for any contraceptive method","Eritrea","15-49 years",2001,0.1903
"4453","Unmet need for any contraceptive method","Eritrea","15-49 years",2002,0.188
"4454","Unmet need for any contraceptive method","Eritrea","15-49 years",2003,0.1857
"4455","Unmet need for any contraceptive method","Eritrea","15-49 years",2004,0.1838
"4456","Unmet need for any contraceptive method","Eritrea","15-49 years",2005,0.1821
"4457","Unmet need for any contraceptive method","Eritrea","15-49 years",2006,0.1805
"4458","Unmet need for any contraceptive method","Eritrea","15-49 years",2007,0.1788
"4459","Unmet need for any contraceptive method","Eritrea","15-49 years",2008,0.178
"4460","Unmet need for any contraceptive method","Eritrea","15-49 years",2009,0.1768
"4461","Unmet need for any contraceptive method","Eritrea","15-49 years",2010,0.1752
"4462","Unmet need for any contraceptive method","Eritrea","15-49 years",2011,0.1734
"4463","Unmet need for any contraceptive method","Eritrea","15-49 years",2012,0.1718
"4464","Unmet need for any contraceptive method","Eritrea","15-49 years",2013,0.1708
"4465","Unmet need for any contraceptive method","Eritrea","15-49 years",2014,0.1687
"4466","Unmet need for any contraceptive method","Eritrea","15-49 years",2015,0.1676
"4467","Unmet need for any contraceptive method","Eritrea","15-49 years",2016,0.1662
"4468","Unmet need for any contraceptive method","Eritrea","15-49 years",2017,0.1653
"4469","Unmet need for any contraceptive method","Eritrea","15-49 years",2018,0.164
"4470","Unmet need for any contraceptive method","Eritrea","15-49 years",2019,0.1626
"4471","Unmet need for any contraceptive method","Ethiopia","15-49 years",1990,0.2626
"4472","Unmet need for any contraceptive method","Ethiopia","15-49 years",1991,0.2605
"4473","Unmet need for any contraceptive method","Ethiopia","15-49 years",1992,0.2588
"4474","Unmet need for any contraceptive method","Ethiopia","15-49 years",1993,0.2566
"4475","Unmet need for any contraceptive method","Ethiopia","15-49 years",1994,0.2546
"4476","Unmet need for any contraceptive method","Ethiopia","15-49 years",1995,0.2531
"4477","Unmet need for any contraceptive method","Ethiopia","15-49 years",1996,0.2503
"4478","Unmet need for any contraceptive method","Ethiopia","15-49 years",1997,0.2477
"4479","Unmet need for any contraceptive method","Ethiopia","15-49 years",1998,0.2458
"4480","Unmet need for any contraceptive method","Ethiopia","15-49 years",1999,0.244
"4481","Unmet need for any contraceptive method","Ethiopia","15-49 years",2000,0.2419
"4482","Unmet need for any contraceptive method","Ethiopia","15-49 years",2001,0.2389
"4483","Unmet need for any contraceptive method","Ethiopia","15-49 years",2002,0.2357
"4484","Unmet need for any contraceptive method","Ethiopia","15-49 years",2003,0.2324
"4485","Unmet need for any contraceptive method","Ethiopia","15-49 years",2004,0.228
"4486","Unmet need for any contraceptive method","Ethiopia","15-49 years",2005,0.2226
"4487","Unmet need for any contraceptive method","Ethiopia","15-49 years",2006,0.2159
"4488","Unmet need for any contraceptive method","Ethiopia","15-49 years",2007,0.2083
"4489","Unmet need for any contraceptive method","Ethiopia","15-49 years",2008,0.2008
"4490","Unmet need for any contraceptive method","Ethiopia","15-49 years",2009,0.1943
"4491","Unmet need for any contraceptive method","Ethiopia","15-49 years",2010,0.1885
"4492","Unmet need for any contraceptive method","Ethiopia","15-49 years",2011,0.1832
"4493","Unmet need for any contraceptive method","Ethiopia","15-49 years",2012,0.1784
"4494","Unmet need for any contraceptive method","Ethiopia","15-49 years",2013,0.1737
"4495","Unmet need for any contraceptive method","Ethiopia","15-49 years",2014,0.1693
"4496","Unmet need for any contraceptive method","Ethiopia","15-49 years",2015,0.1647
"4497","Unmet need for any contraceptive method","Ethiopia","15-49 years",2016,0.1606
"4498","Unmet need for any contraceptive method","Ethiopia","15-49 years",2017,0.1568
"4499","Unmet need for any contraceptive method","Ethiopia","15-49 years",2018,0.1532
"4500","Unmet need for any contraceptive method","Ethiopia","15-49 years",2019,0.1502
"4501","Unmet need for any contraceptive method","Kenya","15-49 years",1990,0.2417
"4502","Unmet need for any contraceptive method","Kenya","15-49 years",1991,0.2366
"4503","Unmet need for any contraceptive method","Kenya","15-49 years",1992,0.2318
"4504","Unmet need for any contraceptive method","Kenya","15-49 years",1993,0.2272
"4505","Unmet need for any contraceptive method","Kenya","15-49 years",1994,0.2214
"4506","Unmet need for any contraceptive method","Kenya","15-49 years",1995,0.216
"4507","Unmet need for any contraceptive method","Kenya","15-49 years",1996,0.211
"4508","Unmet need for any contraceptive method","Kenya","15-49 years",1997,0.2068
"4509","Unmet need for any contraceptive method","Kenya","15-49 years",1998,0.2033
"4510","Unmet need for any contraceptive method","Kenya","15-49 years",1999,0.2001
"4511","Unmet need for any contraceptive method","Kenya","15-49 years",2000,0.1973
"4512","Unmet need for any contraceptive method","Kenya","15-49 years",2001,0.1949
"4513","Unmet need for any contraceptive method","Kenya","15-49 years",2002,0.1928
"4514","Unmet need for any contraceptive method","Kenya","15-49 years",2003,0.1906
"4515","Unmet need for any contraceptive method","Kenya","15-49 years",2004,0.188
"4516","Unmet need for any contraceptive method","Kenya","15-49 years",2005,0.1847
"4517","Unmet need for any contraceptive method","Kenya","15-49 years",2006,0.1804
"4518","Unmet need for any contraceptive method","Kenya","15-49 years",2007,0.1749
"4519","Unmet need for any contraceptive method","Kenya","15-49 years",2008,0.1677
"4520","Unmet need for any contraceptive method","Kenya","15-49 years",2009,0.1595
"4521","Unmet need for any contraceptive method","Kenya","15-49 years",2010,0.1513
"4522","Unmet need for any contraceptive method","Kenya","15-49 years",2011,0.1452
"4523","Unmet need for any contraceptive method","Kenya","15-49 years",2012,0.1408
"4524","Unmet need for any contraceptive method","Kenya","15-49 years",2013,0.1382
"4525","Unmet need for any contraceptive method","Kenya","15-49 years",2014,0.1363
"4526","Unmet need for any contraceptive method","Kenya","15-49 years",2015,0.1342
"4527","Unmet need for any contraceptive method","Kenya","15-49 years",2016,0.1316
"4528","Unmet need for any contraceptive method","Kenya","15-49 years",2017,0.1288
"4529","Unmet need for any contraceptive method","Kenya","15-49 years",2018,0.126
"4530","Unmet need for any contraceptive method","Kenya","15-49 years",2019,0.1236
"4531","Unmet need for any contraceptive method","Madagascar","15-49 years",1990,0.2025
"4532","Unmet need for any contraceptive method","Madagascar","15-49 years",1991,0.2028
"4533","Unmet need for any contraceptive method","Madagascar","15-49 years",1992,0.2032
"4534","Unmet need for any contraceptive method","Madagascar","15-49 years",1993,0.2042
"4535","Unmet need for any contraceptive method","Madagascar","15-49 years",1994,0.2053
"4536","Unmet need for any contraceptive method","Madagascar","15-49 years",1995,0.2062
"4537","Unmet need for any contraceptive method","Madagascar","15-49 years",1996,0.2068
"4538","Unmet need for any contraceptive method","Madagascar","15-49 years",1997,0.207
"4539","Unmet need for any contraceptive method","Madagascar","15-49 years",1998,0.206
"4540","Unmet need for any contraceptive method","Madagascar","15-49 years",1999,0.2046
"4541","Unmet need for any contraceptive method","Madagascar","15-49 years",2000,0.2026
"4542","Unmet need for any contraceptive method","Madagascar","15-49 years",2001,0.1998
"4543","Unmet need for any contraceptive method","Madagascar","15-49 years",2002,0.1971
"4544","Unmet need for any contraceptive method","Madagascar","15-49 years",2003,0.1938
"4545","Unmet need for any contraceptive method","Madagascar","15-49 years",2004,0.1904
"4546","Unmet need for any contraceptive method","Madagascar","15-49 years",2005,0.1869
"4547","Unmet need for any contraceptive method","Madagascar","15-49 years",2006,0.1833
"4548","Unmet need for any contraceptive method","Madagascar","15-49 years",2007,0.1798
"4549","Unmet need for any contraceptive method","Madagascar","15-49 years",2008,0.1764
"4550","Unmet need for any contraceptive method","Madagascar","15-49 years",2009,0.1745
"4551","Unmet need for any contraceptive method","Madagascar","15-49 years",2010,0.173
"4552","Unmet need for any contraceptive method","Madagascar","15-49 years",2011,0.1717
"4553","Unmet need for any contraceptive method","Madagascar","15-49 years",2012,0.1706
"4554","Unmet need for any contraceptive method","Madagascar","15-49 years",2013,0.1695
"4555","Unmet need for any contraceptive method","Madagascar","15-49 years",2014,0.1685
"4556","Unmet need for any contraceptive method","Madagascar","15-49 years",2015,0.1675
"4557","Unmet need for any contraceptive method","Madagascar","15-49 years",2016,0.1662
"4558","Unmet need for any contraceptive method","Madagascar","15-49 years",2017,0.1648
"4559","Unmet need for any contraceptive method","Madagascar","15-49 years",2018,0.1631
"4560","Unmet need for any contraceptive method","Madagascar","15-49 years",2019,0.1612
"4561","Unmet need for any contraceptive method","Malawi","15-49 years",1990,0.2829
"4562","Unmet need for any contraceptive method","Malawi","15-49 years",1991,0.282
"4563","Unmet need for any contraceptive method","Malawi","15-49 years",1992,0.2811
"4564","Unmet need for any contraceptive method","Malawi","15-49 years",1993,0.2785
"4565","Unmet need for any contraceptive method","Malawi","15-49 years",1994,0.2757
"4566","Unmet need for any contraceptive method","Malawi","15-49 years",1995,0.2723
"4567","Unmet need for any contraceptive method","Malawi","15-49 years",1996,0.2687
"4568","Unmet need for any contraceptive method","Malawi","15-49 years",1997,0.2641
"4569","Unmet need for any contraceptive method","Malawi","15-49 years",1998,0.2597
"4570","Unmet need for any contraceptive method","Malawi","15-49 years",1999,0.2553
"4571","Unmet need for any contraceptive method","Malawi","15-49 years",2000,0.2511
"4572","Unmet need for any contraceptive method","Malawi","15-49 years",2001,0.2472
"4573","Unmet need for any contraceptive method","Malawi","15-49 years",2002,0.2434
"4574","Unmet need for any contraceptive method","Malawi","15-49 years",2003,0.2393
"4575","Unmet need for any contraceptive method","Malawi","15-49 years",2004,0.2346
"4576","Unmet need for any contraceptive method","Malawi","15-49 years",2005,0.2294
"4577","Unmet need for any contraceptive method","Malawi","15-49 years",2006,0.2235
"4578","Unmet need for any contraceptive method","Malawi","15-49 years",2007,0.2169
"4579","Unmet need for any contraceptive method","Malawi","15-49 years",2008,0.2096
"4580","Unmet need for any contraceptive method","Malawi","15-49 years",2009,0.2019
"4581","Unmet need for any contraceptive method","Malawi","15-49 years",2010,0.1934
"4582","Unmet need for any contraceptive method","Malawi","15-49 years",2011,0.1844
"4583","Unmet need for any contraceptive method","Malawi","15-49 years",2012,0.1755
"4584","Unmet need for any contraceptive method","Malawi","15-49 years",2013,0.1673
"4585","Unmet need for any contraceptive method","Malawi","15-49 years",2014,0.1608
"4586","Unmet need for any contraceptive method","Malawi","15-49 years",2015,0.1554
"4587","Unmet need for any contraceptive method","Malawi","15-49 years",2016,0.1523
"4588","Unmet need for any contraceptive method","Malawi","15-49 years",2017,0.1499
"4589","Unmet need for any contraceptive method","Malawi","15-49 years",2018,0.148
"4590","Unmet need for any contraceptive method","Malawi","15-49 years",2019,0.1464
"4591","Unmet need for any contraceptive method","Mauritius","15-49 years",1990,0.07798
"4592","Unmet need for any contraceptive method","Mauritius","15-49 years",1991,0.07567
"4593","Unmet need for any contraceptive method","Mauritius","15-49 years",1992,0.07389
"4594","Unmet need for any contraceptive method","Mauritius","15-49 years",1993,0.07202
"4595","Unmet need for any contraceptive method","Mauritius","15-49 years",1994,0.07022
"4596","Unmet need for any contraceptive method","Mauritius","15-49 years",1995,0.06882
"4597","Unmet need for any contraceptive method","Mauritius","15-49 years",1996,0.06774
"4598","Unmet need for any contraceptive method","Mauritius","15-49 years",1997,0.06693
"4599","Unmet need for any contraceptive method","Mauritius","15-49 years",1998,0.0666
"4600","Unmet need for any contraceptive method","Mauritius","15-49 years",1999,0.06663
"4601","Unmet need for any contraceptive method","Mauritius","15-49 years",2000,0.06656
"4602","Unmet need for any contraceptive method","Mauritius","15-49 years",2001,0.06642
"4603","Unmet need for any contraceptive method","Mauritius","15-49 years",2002,0.06652
"4604","Unmet need for any contraceptive method","Mauritius","15-49 years",2003,0.06712
"4605","Unmet need for any contraceptive method","Mauritius","15-49 years",2004,0.06788
"4606","Unmet need for any contraceptive method","Mauritius","15-49 years",2005,0.06871
"4607","Unmet need for any contraceptive method","Mauritius","15-49 years",2006,0.06962
"4608","Unmet need for any contraceptive method","Mauritius","15-49 years",2007,0.07052
"4609","Unmet need for any contraceptive method","Mauritius","15-49 years",2008,0.07139
"4610","Unmet need for any contraceptive method","Mauritius","15-49 years",2009,0.07219
"4611","Unmet need for any contraceptive method","Mauritius","15-49 years",2010,0.0728
"4612","Unmet need for any contraceptive method","Mauritius","15-49 years",2011,0.07327
"4613","Unmet need for any contraceptive method","Mauritius","15-49 years",2012,0.0734
"4614","Unmet need for any contraceptive method","Mauritius","15-49 years",2013,0.07316
"4615","Unmet need for any contraceptive method","Mauritius","15-49 years",2014,0.07273
"4616","Unmet need for any contraceptive method","Mauritius","15-49 years",2015,0.07112
"4617","Unmet need for any contraceptive method","Mauritius","15-49 years",2016,0.06941
"4618","Unmet need for any contraceptive method","Mauritius","15-49 years",2017,0.06748
"4619","Unmet need for any contraceptive method","Mauritius","15-49 years",2018,0.06552
"4620","Unmet need for any contraceptive method","Mauritius","15-49 years",2019,0.06355
"4621","Unmet need for any contraceptive method","Mozambique","15-49 years",1990,0.2246
"4622","Unmet need for any contraceptive method","Mozambique","15-49 years",1991,0.2236
"4623","Unmet need for any contraceptive method","Mozambique","15-49 years",1992,0.223
"4624","Unmet need for any contraceptive method","Mozambique","15-49 years",1993,0.2223
"4625","Unmet need for any contraceptive method","Mozambique","15-49 years",1994,0.2216
"4626","Unmet need for any contraceptive method","Mozambique","15-49 years",1995,0.2211
"4627","Unmet need for any contraceptive method","Mozambique","15-49 years",1996,0.22
"4628","Unmet need for any contraceptive method","Mozambique","15-49 years",1997,0.2187
"4629","Unmet need for any contraceptive method","Mozambique","15-49 years",1998,0.2174
"4630","Unmet need for any contraceptive method","Mozambique","15-49 years",1999,0.2158
"4631","Unmet need for any contraceptive method","Mozambique","15-49 years",2000,0.2139
"4632","Unmet need for any contraceptive method","Mozambique","15-49 years",2001,0.2117
"4633","Unmet need for any contraceptive method","Mozambique","15-49 years",2002,0.2084
"4634","Unmet need for any contraceptive method","Mozambique","15-49 years",2003,0.2057
"4635","Unmet need for any contraceptive method","Mozambique","15-49 years",2004,0.2064
"4636","Unmet need for any contraceptive method","Mozambique","15-49 years",2005,0.2078
"4637","Unmet need for any contraceptive method","Mozambique","15-49 years",2006,0.2097
"4638","Unmet need for any contraceptive method","Mozambique","15-49 years",2007,0.2118
"4639","Unmet need for any contraceptive method","Mozambique","15-49 years",2008,0.2136
"4640","Unmet need for any contraceptive method","Mozambique","15-49 years",2009,0.2151
"4641","Unmet need for any contraceptive method","Mozambique","15-49 years",2010,0.216
"4642","Unmet need for any contraceptive method","Mozambique","15-49 years",2011,0.2162
"4643","Unmet need for any contraceptive method","Mozambique","15-49 years",2012,0.2159
"4644","Unmet need for any contraceptive method","Mozambique","15-49 years",2013,0.2147
"4645","Unmet need for any contraceptive method","Mozambique","15-49 years",2014,0.2128
"4646","Unmet need for any contraceptive method","Mozambique","15-49 years",2015,0.2105
"4647","Unmet need for any contraceptive method","Mozambique","15-49 years",2016,0.2073
"4648","Unmet need for any contraceptive method","Mozambique","15-49 years",2017,0.2046
"4649","Unmet need for any contraceptive method","Mozambique","15-49 years",2018,0.2021
"4650","Unmet need for any contraceptive method","Mozambique","15-49 years",2019,0.1999
"4651","Unmet need for any contraceptive method","Rwanda","15-49 years",1990,0.242
"4652","Unmet need for any contraceptive method","Rwanda","15-49 years",1991,0.2378
"4653","Unmet need for any contraceptive method","Rwanda","15-49 years",1992,0.2335
"4654","Unmet need for any contraceptive method","Rwanda","15-49 years",1993,0.2285
"4655","Unmet need for any contraceptive method","Rwanda","15-49 years",1994,0.2252
"4656","Unmet need for any contraceptive method","Rwanda","15-49 years",1995,0.2206
"4657","Unmet need for any contraceptive method","Rwanda","15-49 years",1996,0.2153
"4658","Unmet need for any contraceptive method","Rwanda","15-49 years",1997,0.2099
"4659","Unmet need for any contraceptive method","Rwanda","15-49 years",1998,0.2048
"4660","Unmet need for any contraceptive method","Rwanda","15-49 years",1999,0.2003
"4661","Unmet need for any contraceptive method","Rwanda","15-49 years",2000,0.196
"4662","Unmet need for any contraceptive method","Rwanda","15-49 years",2001,0.1922
"4663","Unmet need for any contraceptive method","Rwanda","15-49 years",2002,0.188
"4664","Unmet need for any contraceptive method","Rwanda","15-49 years",2003,0.184
"4665","Unmet need for any contraceptive method","Rwanda","15-49 years",2004,0.18
"4666","Unmet need for any contraceptive method","Rwanda","15-49 years",2005,0.1761
"4667","Unmet need for any contraceptive method","Rwanda","15-49 years",2006,0.1708
"4668","Unmet need for any contraceptive method","Rwanda","15-49 years",2007,0.1654
"4669","Unmet need for any contraceptive method","Rwanda","15-49 years",2008,0.1596
"4670","Unmet need for any contraceptive method","Rwanda","15-49 years",2009,0.1531
"4671","Unmet need for any contraceptive method","Rwanda","15-49 years",2010,0.146
"4672","Unmet need for any contraceptive method","Rwanda","15-49 years",2011,0.1402
"4673","Unmet need for any contraceptive method","Rwanda","15-49 years",2012,0.1349
"4674","Unmet need for any contraceptive method","Rwanda","15-49 years",2013,0.1299
"4675","Unmet need for any contraceptive method","Rwanda","15-49 years",2014,0.1254
"4676","Unmet need for any contraceptive method","Rwanda","15-49 years",2015,0.1218
"4677","Unmet need for any contraceptive method","Rwanda","15-49 years",2016,0.1183
"4678","Unmet need for any contraceptive method","Rwanda","15-49 years",2017,0.1148
"4679","Unmet need for any contraceptive method","Rwanda","15-49 years",2018,0.1114
"4680","Unmet need for any contraceptive method","Rwanda","15-49 years",2019,0.1083
"4681","Unmet need for any contraceptive method","Seychelles","15-49 years",1990,0.06796
"4682","Unmet need for any contraceptive method","Seychelles","15-49 years",1991,0.06622
"4683","Unmet need for any contraceptive method","Seychelles","15-49 years",1992,0.0646
"4684","Unmet need for any contraceptive method","Seychelles","15-49 years",1993,0.06282
"4685","Unmet need for any contraceptive method","Seychelles","15-49 years",1994,0.06112
"4686","Unmet need for any contraceptive method","Seychelles","15-49 years",1995,0.05976
"4687","Unmet need for any contraceptive method","Seychelles","15-49 years",1996,0.05831
"4688","Unmet need for any contraceptive method","Seychelles","15-49 years",1997,0.05667
"4689","Unmet need for any contraceptive method","Seychelles","15-49 years",1998,0.05532
"4690","Unmet need for any contraceptive method","Seychelles","15-49 years",1999,0.05408
"4691","Unmet need for any contraceptive method","Seychelles","15-49 years",2000,0.0527
"4692","Unmet need for any contraceptive method","Seychelles","15-49 years",2001,0.05141
"4693","Unmet need for any contraceptive method","Seychelles","15-49 years",2002,0.05024
"4694","Unmet need for any contraceptive method","Seychelles","15-49 years",2003,0.04941
"4695","Unmet need for any contraceptive method","Seychelles","15-49 years",2004,0.0487
"4696","Unmet need for any contraceptive method","Seychelles","15-49 years",2005,0.0477
"4697","Unmet need for any contraceptive method","Seychelles","15-49 years",2006,0.04662
"4698","Unmet need for any contraceptive method","Seychelles","15-49 years",2007,0.04554
"4699","Unmet need for any contraceptive method","Seychelles","15-49 years",2008,0.04468
"4700","Unmet need for any contraceptive method","Seychelles","15-49 years",2009,0.04387
"4701","Unmet need for any contraceptive method","Seychelles","15-49 years",2010,0.04282
"4702","Unmet need for any contraceptive method","Seychelles","15-49 years",2011,0.04179
"4703","Unmet need for any contraceptive method","Seychelles","15-49 years",2012,0.04076
"4704","Unmet need for any contraceptive method","Seychelles","15-49 years",2013,0.03966
"4705","Unmet need for any contraceptive method","Seychelles","15-49 years",2014,0.03874
"4706","Unmet need for any contraceptive method","Seychelles","15-49 years",2015,0.03792
"4707","Unmet need for any contraceptive method","Seychelles","15-49 years",2016,0.03727
"4708","Unmet need for any contraceptive method","Seychelles","15-49 years",2017,0.03637
"4709","Unmet need for any contraceptive method","Seychelles","15-49 years",2018,0.03542
"4710","Unmet need for any contraceptive method","Seychelles","15-49 years",2019,0.03447
"4711","Unmet need for any contraceptive method","Somalia","15-49 years",1990,0.1991
"4712","Unmet need for any contraceptive method","Somalia","15-49 years",1991,0.1968
"4713","Unmet need for any contraceptive method","Somalia","15-49 years",1992,0.1947
"4714","Unmet need for any contraceptive method","Somalia","15-49 years",1993,0.1928
"4715","Unmet need for any contraceptive method","Somalia","15-49 years",1994,0.1913
"4716","Unmet need for any contraceptive method","Somalia","15-49 years",1995,0.1902
"4717","Unmet need for any contraceptive method","Somalia","15-49 years",1996,0.1894
"4718","Unmet need for any contraceptive method","Somalia","15-49 years",1997,0.1887
"4719","Unmet need for any contraceptive method","Somalia","15-49 years",1998,0.1881
"4720","Unmet need for any contraceptive method","Somalia","15-49 years",1999,0.1876
"4721","Unmet need for any contraceptive method","Somalia","15-49 years",2000,0.187
"4722","Unmet need for any contraceptive method","Somalia","15-49 years",2001,0.1868
"4723","Unmet need for any contraceptive method","Somalia","15-49 years",2002,0.1871
"4724","Unmet need for any contraceptive method","Somalia","15-49 years",2003,0.1876
"4725","Unmet need for any contraceptive method","Somalia","15-49 years",2004,0.1881
"4726","Unmet need for any contraceptive method","Somalia","15-49 years",2005,0.1885
"4727","Unmet need for any contraceptive method","Somalia","15-49 years",2006,0.1887
"4728","Unmet need for any contraceptive method","Somalia","15-49 years",2007,0.1915
"4729","Unmet need for any contraceptive method","Somalia","15-49 years",2008,0.1944
"4730","Unmet need for any contraceptive method","Somalia","15-49 years",2009,0.1973
"4731","Unmet need for any contraceptive method","Somalia","15-49 years",2010,0.2003
"4732","Unmet need for any contraceptive method","Somalia","15-49 years",2011,0.2034
"4733","Unmet need for any contraceptive method","Somalia","15-49 years",2012,0.2066
"4734","Unmet need for any contraceptive method","Somalia","15-49 years",2013,0.2096
"4735","Unmet need for any contraceptive method","Somalia","15-49 years",2014,0.2125
"4736","Unmet need for any contraceptive method","Somalia","15-49 years",2015,0.2151
"4737","Unmet need for any contraceptive method","Somalia","15-49 years",2016,0.2174
"4738","Unmet need for any contraceptive method","Somalia","15-49 years",2017,0.2194
"4739","Unmet need for any contraceptive method","Somalia","15-49 years",2018,0.2212
"4740","Unmet need for any contraceptive method","Somalia","15-49 years",2019,0.2208
"4741","Unmet need for any contraceptive method","United Republic of Tanzania","15-49 years",1990,0.2202
"4742","Unmet need for any contraceptive method","United Republic of Tanzania","15-49 years",1991,0.2188
"4743","Unmet need for any contraceptive method","United Republic of Tanzania","15-49 years",1992,0.2168
"4744","Unmet need for any contraceptive method","United Republic of Tanzania","15-49 years",1993,0.2148
"4745","Unmet need for any contraceptive method","United Republic of Tanzania","15-49 years",1994,0.2126
"4746","Unmet need for any contraceptive method","United Republic of Tanzania","15-49 years",1995,0.2103
"4747","Unmet need for any contraceptive method","United Republic of Tanzania","15-49 years",1996,0.2075
"4748","Unmet need for any contraceptive method","United Republic of Tanzania","15-49 years",1997,0.2047
"4749","Unmet need for any contraceptive method","United Republic of Tanzania","15-49 years",1998,0.202
"4750","Unmet need for any contraceptive method","United Republic of Tanzania","15-49 years",1999,0.1994
"4751","Unmet need for any contraceptive method","United Republic of Tanzania","15-49 years",2000,0.1977
"4752","Unmet need for any contraceptive method","United Republic of Tanzania","15-49 years",2001,0.1963
"4753","Unmet need for any contraceptive method","United Republic of Tanzania","15-49 years",2002,0.1951
"4754","Unmet need for any contraceptive method","United Republic of Tanzania","15-49 years",2003,0.194
"4755","Unmet need for any contraceptive method","United Republic of Tanzania","15-49 years",2004,0.1927
"4756","Unmet need for any contraceptive method","United Republic of Tanzania","15-49 years",2005,0.1911
"4757","Unmet need for any contraceptive method","United Republic of Tanzania","15-49 years",2006,0.1892
"4758","Unmet need for any contraceptive method","United Republic of Tanzania","15-49 years",2007,0.187
"4759","Unmet need for any contraceptive method","United Republic of Tanzania","15-49 years",2008,0.1846
"4760","Unmet need for any contraceptive method","United Republic of Tanzania","15-49 years",2009,0.1821
"4761","Unmet need for any contraceptive method","United Republic of Tanzania","15-49 years",2010,0.1796
"4762","Unmet need for any contraceptive method","United Republic of Tanzania","15-49 years",2011,0.1771
"4763","Unmet need for any contraceptive method","United Republic of Tanzania","15-49 years",2012,0.1748
"4764","Unmet need for any contraceptive method","United Republic of Tanzania","15-49 years",2013,0.1727
"4765","Unmet need for any contraceptive method","United Republic of Tanzania","15-49 years",2014,0.1706
"4766","Unmet need for any contraceptive method","United Republic of Tanzania","15-49 years",2015,0.1685
"4767","Unmet need for any contraceptive method","United Republic of Tanzania","15-49 years",2016,0.1663
"4768","Unmet need for any contraceptive method","United Republic of Tanzania","15-49 years",2017,0.1641
"4769","Unmet need for any contraceptive method","United Republic of Tanzania","15-49 years",2018,0.1618
"4770","Unmet need for any contraceptive method","United Republic of Tanzania","15-49 years",2019,0.1595
"4771","Unmet need for any contraceptive method","Uganda","15-49 years",1990,0.2427
"4772","Unmet need for any contraceptive method","Uganda","15-49 years",1991,0.245
"4773","Unmet need for any contraceptive method","Uganda","15-49 years",1992,0.2471
"4774","Unmet need for any contraceptive method","Uganda","15-49 years",1993,0.2488
